行政區,路名,段號及其他註明,經度,緯度,備註
萬華區,西寧南路,36號,121.506593,25.045226,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,峨眉街,81號,121.505314,25.043904,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,中華路,1段158號,121.507981,25.041958,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,中華路,1段164-1號,121.507813,25.04162,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,中華路,1段170號,121.507661,25.040762,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,中華路,1段174之23號,121.507529,25.040344,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,中華路,1段180號,121.506792,25.038097,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,成都路,雅江街口,121.501627,25.043792,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,中華路,1段176之1號前,121.507224,25.039416,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,中華路,1段196號,121.506978,25.038627,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,環河南路,1段280-1號對面,121.49984,25.041505,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,中華路,1段174-314號前,121.507416,25.039949,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,康定路,72號對面,121.502561,25.042682,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,環河南路,1段280-1號對面2,121.49985,25.041506,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,成都路,86號,121.504735,25.043009,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,中華路,1段158號轉角捷運站出口後側,121.507891,25.041911,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,環河南路,1段280之3號,121.499565,25.041535,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,峨眉街,58號,121.504928,25.043986,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,西寧南路,169號,121.506098,25.043121,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,環河南路,1段280-1號前,121.499825,25.041761,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,成都路,21號,121.507014,25.042574,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,環河南路,2段140號前,121.4949479,25.03616,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,環河南路,2段75號黃氏大宗祖祠前,121.496213,25.037193,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,環河南路,2段49號,121.497037,25.038265,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,桂林路,164號前,121.497626,25.038449,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,桂林路,140號.（華西街口）,121.498447,25.038464,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,和平西路,3段120號旁,121.500242,25.035147,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,昆明街,285號之3即7-11對面,121.503562,25.036819,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,和平西路,3段251號旁天橋下,121.494793,25.035492,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,和平西路,3段251號（UBIKE站旁）,121.495573,25.035527,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,和平西路,3段251號天橋旁,121.496167,25.035415,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,環河南路,2段278號,121.491515,25.032356,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,艋舺大道,大理高中側面,121.492165,25.029697,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,長順街,123巷口,121.488784,25.032411,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,環河南路,2段250巷31號對面,121.489839,25.034185,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,中華路,2段88號邊,121.504242,25.031661,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,和平西路,3段382巷12弄54號斜對面,121.490095,25.034655,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,東園街,144號對面,121.497594,25.023544,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,西藏路,華江高中後門,121.498064,25.029204,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,西藏路,萬華國中,121.498981,25.029234,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,西藏路,446號對面(華江高中人行道一側),121.496958,25.029097,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,環河南路,三段287號,121.493464,25.018757,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,長泰街,202號旁,121.496021,25.021752,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,環河南路,三段與武成街101巷交接口(公佈欄旁),121.493408,25.018847,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,環河南路,三段121號旁,121.49109,25.024009,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,環河南路,三段203號,121.492206,25.021489,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,德昌街,錦德公園,121.492233,25.023097,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,西藏路,213之1號旁,121.495657,25.028584,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,萬大路,322巷口,121.5073412,25.0221906,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,水源路,199號前,121.507943,25.022344,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,水源路,一號門右側,121.506075,25.021308,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,水源路,一號門左側,121.506527,25.021634,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,水源路,汽車停車格，編號：67號,121.505261,25.020713,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,青年路,90號對面,121.502763,25.023253,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,青年路,69號停車場出入口左側,121.502877,25.024079,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,水源路,汽車停車格(編號：80號),121.504606,25.020327,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,國興路,24號對面機車停車格旁,121.508189,25.024413,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,青年路,140號對面,121.502613,25.021751,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,青年路,186之1號對面,121.503676,25.020367,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,青年路,168巷口斜對面(汽車停車格，編號：51號),121.502932,25.020951,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,青年路,184號對面(汽車停車格，編號：40號),121.503296,25.020652,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,西園路,一段254號,121.49836,25.03407,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,"西園路			","二段42號			",121.49718,25.03186,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,西園路,二段34號,121.497687,25.03245,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,中華路,一段198號前,121.50682,25.03835,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,昆明街,284號前,121.50383,25.03855,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,西園路,一段70號前,121.49964,25.03977,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,德昌街,241號錦德公園旁,121.492653,25.023272,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,德昌街,與環河南路交界口,121.491666,25.022763,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,西藏路,213號旁,121.496189,25.028727,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,西寧南路,36之67號,121.506691,25.045621,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,漢口街,二段52號,121.506179,25.045761,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,昆明街,255號對面,121.50358,25.03772,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,桂林路,52號（桂林路40巷口）,121.50367,25.03691,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,桂林路,58號,121.50423,25.03801,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,環河南路,2段122號（鄰近隊本部）,121.49509,25.03674,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,中華路,二段602號前,121.509873,25.024693,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,水源路,汽車停車格，編號：66號,121.505472,25.020949,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,水源路,汽車停車格，編號：41號和42號中間,121.507866,25.022653,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,漢中街,116號,121.507508,25.042863,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,峨眉街,7號,121.507793,25.043426,嚴禁投入家用垃圾，違者重罰新臺幣6000元
萬華區,峨眉街,21號,121.507426,25.043486,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,忠孝西路,一段68號前(地下街Z6出口前),121.5148733,25.0467361,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,忠孝西路,一段66號(新光三越前),121.515252,25.046607,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,忠孝西路,一段50號(地下街Z2出入口),121.5158614,25.0464181,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,忠孝西路,一段50號(大亞大廈),121.5161015,25.0463646,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,忠孝西路,一段(台北車站捷運M6號出入口),121.5167847,25.0461548,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,忠孝西路,一段36號前(公園路),121.5171751,25.0460851,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,忠孝西路,一段41號,121.518339,25.046149,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,忠孝西路,一段(台北車站捷運M3號出入口),121.5178104,25.0462532,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,忠孝西路,一段(台北車站捷運Z1電梯出入口),121.515672,25.046824,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,忠孝西路,一段(捷運M4號出入口),121.5172578,25.0464232,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,忠孝西路,一段(台北車站捷運M5號與M4號出入口中間公車候車亭),121.5167817,25.0465411,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,忠孝西路,一段(台北車站M5號出入口北側),121.5163069,25.0466818,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,館前路,台北車站西側(館前路計程車排班處)-1,121.515283,25.047992,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,館前路,台北車站西側(館前路計程車排班處)-2,121.515259,25.047793,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,北平西路,台北車站西側-1,121.516095,25.0475085,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,北平西路,台北車站西側-2,121.5161513,25.0477693,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,市民大道,台北車站北側(北1門),121.517368,25.048411,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,市民大道,一段捷運M1號出入口,121.5179333,25.0483373,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中山北路,一段46號前(逸仙公園前),121.5201745,25.0473852,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,貴陽街,懷寧街口,121.513729,25.03868,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,市民大道,一段(台北車站北1門公車候車亭),121.51661,25.04856,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中山北路,一段40號前(北平西路口),121.5200384,25.047031,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中山北路,一段14號前,121.5196815,25.046299,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中山南路,2巷口,121.519212,25.045174,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中山南路,(西側)與青島西路口,121.519093,25.044731,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中山南路,(西側)與濟南路口,121.518727,25.043574,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中山南路,(西側)濟南路與徐州路口中間,121.518451,25.042652,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中山南路,台大醫院停車場前(南),121.5182188,25.0418716,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中山南路,(西側)與常德街口,121.5177778,25.0402778,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中山南路,(西側)外交部,121.5172055,25.0384804,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中山南路,20號(國家圖書館),121.5169444,25.0375,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中山南路,20號（國家圖書館）,121.5169444,25.0372222,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中山南路,一段捷運中正紀念堂6號出入口,121.5163889,25.0358333,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,公園路,與愛國西路口,121.515482,25.035293,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,公園路,29號(教大附小)-1,121.515142,25.035839,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,公園路,29號(教大附小)-2,121.515125,25.0359919,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,公園路,21號(弘道國中)-1,121.515178,25.037142,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,公園路,21號(弘道國中)-2,121.515169,25.037343,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,公園路,15之3號,121.515848,25.040076,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,公園路,台大醫院-1,121.516232,25.041558,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,公園路,台大醫院-2,121.516429,25.042283,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,公園路,台大醫院(復健部)3號出口,121.5167524,25.0431906,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,公園路,15之2號(台大景福館),121.51695,25.044119,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,公園路,(捷運台大站4號出入口),121.5164174,25.042759,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,公園路,二二八公園,121.5160573,25.0415,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,貴陽街,一段(北一女旁),121.5144444,25.0386111,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,公園路,中央氣象局,121.5150107,25.0380556,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,公園路,教育大學,121.5148873,25.0360333,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,重慶南路,教育大學側門,121.5127336,25.0367227,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,重慶南路,一段(北一女側門),121.5127885,25.0375292,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,忠孝西路,一段懷寧街口對面(公車候車亭)-1,121.5142196,25.0472156,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,忠孝西路,一段懷寧街口對面(公車候車亭)-2,121.5142518,25.0474168,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,愛國西路,5號(台北大學旁),121.5138607,25.0354679,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,忠孝西路,一段與重慶北路一段口(Z5出口),121.513633,25.047283,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,重慶南路,一段140號(台北市立大學側)對面,121.51267,25.03588,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,重慶南路,一段140號,121.512471,25.035705,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,愛國西路,(台北法院公車站),121.51148,25.03583,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中華路,一段77號,121.507615,25.038814,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,愛國西路,小南門1號出口前,121.509637,25.036473,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中華路,一段67號,121.5079735,25.040203,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中華路,一段59號,121.508337,25.0413808,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中華路,一段69號貴陽街口(北西福利站),121.5077268,25.039347,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,寶慶路,2號,121.5098341,25.0414911,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中華路,一段57號(中華路南站候車亭),121.5081738,25.0415712,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中華路,一段53號,121.508819,25.043229,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中華路,一段49號,121.5091953,25.04438,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中華路,一段41號,121.509318,25.044806,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中華路,一段29之2號(公車候車亭),121.5094477,25.04588,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中華路,一段29之1號,121.5095662,25.0458394,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中華路,一段19號,121.509909,25.046675,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中華路,一段5號,121.510344,25.047319,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,仁愛路,一段2-4號東門國小側門,121.5204472,25.03889409,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,信義路,一段南側(5號對面)(中正紀念堂),121.5212728,25.03697343,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,愛國東路,114號對面(中正紀念堂大孝門左側),121.5217602,25.03270453,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,信義路,一段(國家音樂廳入口處旁),121.5190906,25.03807615,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中山南路,與愛國東路口,121.51712,25.034755,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中山南路,21號(自由廣場)左側,121.517056,25.036084,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中山南路,21號自由廣場右側(近貴陽街口),121.5177131,25.037956,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中山南路,21號(自由廣場)右側,121.5173964,25.0367203,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,信義路,一段南側(從林森南路口往紹興南街口)(中正紀念堂),121.5219178,25.03651314,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,仁愛路,一段1號台大醫學院正門左側,121.5197832,25.03910491,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,仁愛路,一段1號,121.5185821,25.03919547,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,信義路,一段南側(9號對面)(中正紀念堂),121.5223439,25.03645417,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,信義路,一段與林森南路交叉口(公車站內)南側,121.520789,25.037124,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,信義路,一段(中正紀念堂大忠門左側),121.522731,25.036035,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,信義路,一段1號(張榮發基金會),121.519026,25.038272,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,信義路,一段與林森南路交叉口(公車站內)北側,121.520885,25.037352,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,紹興南街,近仁愛路口(中正紀念堂),121.5230638,25.03725379,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,紹興南街,36巷口斜對面,121.523068,25.037028,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,紹興南街,近信義路口(中正紀念堂),121.5230638,25.03725389,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,信義路,一段(中正紀念堂大忠門右側),121.523036,25.036109,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,愛國東路,78號對面公車站牌(中正紀念堂大孝門右側),121.519788,25.033785,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,信義路,一段21號與杭州南路一段交叉口(公車站內)南側,121.5241756,25.0356541,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,仁愛路,一段北側(台大醫學院停車場出入口),121.520626,25.0389752,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,信義路,一段21號,121.523267,25.036109,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,信義路,一段與中山南路口(中正紀念堂旁),121.517947,25.038451,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,信義路,一段1號北側與中山南路口(張榮發基金會前),121.517701,25.038746,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,仁愛路,一段南側與中山南路口(張榮發基金會前),121.518236,25.0390875,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,信義路,一段北側(東門國小後門旁),121.519681,25.037969,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,信義路,一段南側(中正紀念堂國家音樂廳車輛出入口),121.520633,25.037328,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,信義路,一段南側與中山南路口(中正紀念堂旁),121.51813,25.038335,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,仁愛路,二段3號公車站,121.525838,25.038014,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,仁愛路,一段42號(公車站內)南側,121.5236713,25.0384548,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,仁愛路,一段19號(青少年育樂中心),121.52253,25.038755,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,仁愛路,一段南側(東門國小公車站內),121.521431,25.038824,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,仁愛路,一段與林森南路口(公車站內)北側,121.521185,25.038803,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,仁愛路,一段2之4號(東門國小前),121.521174,25.038733,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中山南路,與仁愛路一段南側(台大公車站),121.518409,25.039116,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中山南路,與仁愛路一段(公車站)北側,121.5186,25.039204,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中山南路,近仁愛路一段路口,121.518073,25.039575,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,仁愛路,一段南側近中山南路口(張榮發基金會),121.5185757,25.03914514,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中山南路,中正紀念堂5號出口,121.516752,25.035169,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中山南路,臺大醫院前,121.518312,25.040745,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中山南路,與徐州路口,121.518622,25.041796,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,仁愛路,與紹興南街口,121.523386,25.038293,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,忠孝東路,與天津街口(警政署旁),121.5216761,25.0453154,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,天津街,電話亭旁,121.521804,25.045736,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,徐州路,與林森南路口,121.5222125,25.0410245,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中山南路,與濟南路1段教會前,121.519084,25.043375,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中山南路,一段5號(徐州路口),121.518661,25.041933,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中山南路,一段(教育部前),121.518823,25.042485,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中山南路,與濟南路口(教育部旁),121.5190328,25.0432383,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,青島東路,2號旁立法院週邊,121.520487,25.044203,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,忠孝東路,一段警政署公用電話旁,121.5222779,25.0451589,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,忠孝東路,與鎮江街口(喜來登旁),121.5216325,25.0451258,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,忠孝東路,10號前,121.5215674,25.0451364,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,忠孝東路,一段2號(監察院前),121.5207111,25.0453378,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,忠孝東路,一段(監察院前),121.5203551,25.0454198,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,濟南路,一段與鎮江街口,121.5209737,25.0427887,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,林森北路,警政署側門,121.5236247,25.0458539,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中山南路,與青島東路交叉口(立法院旁),121.519389,25.044448,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,天津街,警政署側門旁,121.521919,25.046156,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,天津街,保六大門旁,121.52201,25.046474,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,忠孝東路,善導寺捷運站1號出口,121.5230276,25.0449818,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,林森北路,7號對面,121.5235439,25.0455808,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,青島東路,立法院側門旁,121.52085,25.04412,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,鎮江街,4號(監察院側門旁),121.521424,25.044594,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,濟南路,一段2號(台大校友餐廳前),121.5197509,25.0430904,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,濟南路,一段2號對面公車站牌,121.5197439,25.0431298,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,濟南路,一段外交部領事局停車場入口旁,121.5204071,25.0429318,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,青島東路,立法院1號會館旁天橋下,121.5204738,25.0442395,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,北平東路,與林森北路口,121.5237645,25.0463432,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,濟南路,一段5號,121.52179,25.04274,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中山南路,監察院邊,121.5195531,25.0449226,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,北平東路,稅捐稽徵處對面,121.523223,25.0464754,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,青島東路,立法院第三會館左側,121.52094,25.044132,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,徐州路,15號,121.5208734,25.0413711,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,徐州路,台大宿舍對面,121.5215064,25.041207,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,濟南路,一段(立法院康園餐廳右側),121.5202786,25.0430026,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中山南路,一段(監察院邊),121.5196597,25.0452959,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,北平東路,警政署理髮廳,121.523381,25.0464371,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,北平東路,台北國際藝術村對面,121.5221109,25.04675,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,林森北路,與北平東路口,121.5237182,25.0462135,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,林森南路,與徐州路口,121.5222346,25.0410725,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,濟南路,一段(立法院停車場入口旁),121.5209616,25.0428316,嚴禁投入家用垃圾，違者重罰新臺幣6000元
中正區,中山南路,與青島東路口(監察院旁),121.5194482,25.0445463,嚴禁投入家用垃圾，違者重罰新臺幣6000元
